   5.0000000e+00	  -9.7690000e+02	
   5.0000000e+00	  -9.7402000e+02	
   5.0000000e+00	  -9.7090000e+02	
   5.0000000e+00	  -9.6762000e+02	
   5.0000000e+00	  -9.6204000e+02	
   5.0000000e+00	  -9.5942000e+02	
   5.0000000e+00	  -9.5647000e+02	
   5.0000000e+00	  -9.3830000e+02	
   5.0000000e+00	  -8.7692000e+02	
   5.0000000e+00	  -8.3857000e+02	
   5.0000000e+00	  -7.9270000e+02	
   5.0000000e+00	  -7.8955000e+02	
   5.0000000e+00	  -7.8547000e+02	
   5.0000000e+00	  -7.6992000e+02	
   5.0000000e+00	  -7.5870000e+02	
   5.0000000e+00	  -7.5182000e+02	
   5.0000000e+00	  -7.4330000e+02	
   5.0000000e+00	  -7.4015000e+02	
   5.0000000e+00	  -7.2667000e+02	
   5.0000000e+00	  -7.2237000e+02	
   5.0000000e+00	  -7.0660000e+02	
   5.0000000e+00	  -6.8677000e+02	
   5.0000000e+00	  -6.0870000e+02	
   5.0000000e+00	  -5.9395000e+02	
   5.0000000e+00	  -5.7062000e+02	
   5.0000000e+00	  -5.5800000e+02	
   5.0000000e+00	  -5.3597000e+02	
   5.0000000e+00	  -5.2062000e+02	
   5.0000000e+00	  -4.7197000e+02	
   5.0000000e+00	  -3.5354000e+02	
   5.0000000e+00	  -3.4307000e+02	
   5.0000000e+00	  -2.0797000e+02	
   5.0000000e+00	  -1.1707000e+02	
   5.0000000e+00	  -1.1229000e+02	
   5.0000000e+00	  -3.7120000e+01	
   5.0000000e+00	  -2.8040000e+01	
   5.0000000e+00	  -2.6640000e+01	
   5.0000000e+00	   4.4080000e+01	
   5.0000000e+00	   4.5560000e+01	
   5.0000000e+00	   4.7630000e+01	
   5.0000000e+00	   5.1080000e+01	
   5.0000000e+00	   5.2560000e+01	
   5.0000000e+00	   6.1880000e+01	
   5.0000000e+00	   6.3180000e+01	
   5.0000000e+00	   6.4160000e+01	
   5.0000000e+00	   6.7310000e+01	
   5.0000000e+00	   7.7410000e+01	
   5.0000000e+00	   7.8760000e+01	
   5.0000000e+00	   8.7560000e+01	
   5.0000000e+00	   8.9880000e+01	
   5.0000000e+00	   9.1810000e+01	
   5.0000000e+00	   9.4330000e+01	
   5.0000000e+00	   1.0391000e+02	
   5.0000000e+00	   1.0656000e+02	
   5.0000000e+00	   1.0873000e+02	
   5.0000000e+00	   1.2311000e+02	
   5.0000000e+00	   1.2706000e+02	
   5.0000000e+00	   1.2993000e+02	
   5.0000000e+00	   1.4648000e+02	
   5.0000000e+00	   1.5463000e+02	
   5.0000000e+00	   1.5858000e+02	
   5.0000000e+00	   1.6313000e+02	
   5.0000000e+00	   1.6516000e+02	
   5.0000000e+00	   1.9366000e+02	
   5.0000000e+00	   2.1441000e+02	
   5.0000000e+00	   2.2383000e+02	
   5.0000000e+00	   2.4223000e+02	
   5.0000000e+00	   2.4588000e+02	
   5.0000000e+00	   2.4776000e+02	
   5.0000000e+00	   2.4901000e+02	
   5.0000000e+00	   2.5463000e+02	
   5.0000000e+00	   2.5706000e+02	
   5.0000000e+00	   2.5968000e+02	
   5.0000000e+00	   3.3111000e+02	
   5.0000000e+00	   3.6101000e+02	
   5.0000000e+00	   3.7956000e+02	
   5.0000000e+00	   4.2421000e+02	
   5.0000000e+00	   4.2601000e+02	
   5.0000000e+00	   4.3516000e+02	
   5.0000000e+00	   4.3671000e+02	
   5.0000000e+00	   4.9201000e+02	
   5.0000000e+00	   5.0418000e+02	
   5.0000000e+00	   5.6984000e+02	
   5.0000000e+00	   5.8651000e+02	
   5.0000000e+00	   5.9901000e+02	
   5.0000000e+00	   6.0013000e+02	
   5.0000000e+00	   6.1763000e+02	
   5.0000000e+00	   6.9133000e+02	
   5.0000000e+00	   6.9531000e+02	
   5.0000000e+00	   7.3336000e+02	
   5.0000000e+00	   7.6583000e+02	
   5.0000000e+00	   7.7663000e+02	
   5.0000000e+00	   8.3718000e+02	
