   2.0000000e+00	  -1.2829900e+03	
   2.0000000e+00	  -1.2751100e+03	
   2.0000000e+00	  -1.2732900e+03	
   2.0000000e+00	  -1.2400100e+03	
   2.0000000e+00	  -1.2278600e+03	
   2.0000000e+00	  -1.2209900e+03	
   2.0000000e+00	  -1.1719600e+03	
   2.0000000e+00	  -1.1642900e+03	
   2.0000000e+00	  -9.8019000e+02	
   2.0000000e+00	  -9.7507000e+02	
   2.0000000e+00	  -9.6312000e+02	
   2.0000000e+00	  -9.1052000e+02	
   2.0000000e+00	  -8.5910000e+02	
   2.0000000e+00	  -8.5692000e+02	
   2.0000000e+00	  -8.5165000e+02	
   2.0000000e+00	  -6.7780000e+02	
   2.0000000e+00	  -6.5947000e+02	
   2.0000000e+00	  -5.7495000e+02	
   2.0000000e+00	  -5.7303000e+02	
   2.0000000e+00	  -5.5518000e+02	
   2.0000000e+00	  -5.4933000e+02	
   2.0000000e+00	  -5.0603000e+02	
   2.0000000e+00	  -4.8800000e+02	
   2.0000000e+00	  -4.2458000e+02	
   2.0000000e+00	  -3.9946000e+02	
   2.0000000e+00	  -3.7918000e+02	
   2.0000000e+00	  -3.7480000e+02	
   2.0000000e+00	  -3.5740000e+02	
   2.0000000e+00	  -3.5535000e+02	
   2.0000000e+00	  -3.3275000e+02	
   2.0000000e+00	  -2.9566000e+02	
   2.0000000e+00	  -2.4818000e+02	
   2.0000000e+00	  -2.4313000e+02	
   2.0000000e+00	  -2.1591000e+02	
   2.0000000e+00	  -1.9548000e+02	
   2.0000000e+00	  -1.9118000e+02	
   2.0000000e+00	  -1.8806000e+02	
   2.0000000e+00	  -1.7601000e+02	
   2.0000000e+00	  -1.5281000e+02	
   2.0000000e+00	  -1.4374000e+02	
   2.0000000e+00	  -9.0790000e+01	
   2.0000000e+00	   1.0610000e+01	
   2.0000000e+00	   2.2560000e+01	
   2.0000000e+00	   2.7540000e+01	
   2.0000000e+00	   2.9440000e+01	
   2.0000000e+00	   3.4390000e+01	
   2.0000000e+00	   4.0670000e+01	
   2.0000000e+00	   4.6460000e+01	
   2.0000000e+00	   4.8310000e+01	
   2.0000000e+00	   5.0260000e+01	
   2.0000000e+00	   5.5140000e+01	
   2.0000000e+00	   5.7910000e+01	
   2.0000000e+00	   6.0460000e+01	
   2.0000000e+00	   6.2560000e+01	
   2.0000000e+00	   6.7590000e+01	
   2.0000000e+00	   7.1760000e+01	
   2.0000000e+00	   7.2730000e+01	
   2.0000000e+00	   7.3560000e+01	
   2.0000000e+00	   7.5410000e+01	
   2.0000000e+00	   7.8790000e+01	
   2.0000000e+00	   8.4110000e+01	
   2.0000000e+00	   8.9490000e+01	
   2.0000000e+00	   9.2540000e+01	
   2.0000000e+00	   9.4430000e+01	
   2.0000000e+00	   9.9790000e+01	
   2.0000000e+00	   1.0296000e+02	
   2.0000000e+00	   1.3316000e+02	
   2.0000000e+00	   1.3466000e+02	
   2.0000000e+00	   1.4138000e+02	
   2.0000000e+00	   1.5079000e+02	
   2.0000000e+00	   1.5279000e+02	
   2.0000000e+00	   1.6248000e+02	
   2.0000000e+00	   1.9083000e+02	
   2.0000000e+00	   1.9513000e+02	
