CellId,AltFreq,AltPos,SepBF,Pval1,Pval2,PrMix,PrAve,PrOut,PrSing,WinModels,WinPr,MlpxRate,PrState1,Switch12,Switch21,ProbMlpx,PvalSep,PrBinSep,MinSampSize,Pswitch0_10,Pswitch10_20,Pswitch20_30,Pswitch30_40,Pswitch40_50,Pswitch50_60,Pswitch60_70,Pswitch70_80,Pswitch80_90,Pswitch90_100,Rule_5_5_5,PairId
PSIC111710Loc_DoubleSound,903,-24,68.9329,0.4494,0.2668,0.228921971,0.367227375,0.00055045,0.403300204,Single,0.403300204,0.43,0.12,0.45,0.29,0.4,0,0,21,0,0,4,5,2,4,3,0,0,0,TRUE,NA
PSIC092710Loc_DoubleSound,903,-24,15.5332,0.2349,0.328,0.364492156,0.232480193,0.000161235,0.402866416,Single,0.402866416,0.49,0.35,0.4,0.29,0.49,0,0.04,16,0,0,0,1,4,5,0,0,0,0,TRUE,NA
YKIC131213Loc_DoubleSound,1100,24,14.6133,0.2049,0.5441,0.401440979,0.398361754,4.86E-05,0.200148686,Mixture,0.401440979,0.54,0.73,0.31,0.43,0.57,0,0,7,0,0,0,0,4,6,2,0,0,0,TRUE,1
PSIC101510Loc_DoubleSound,1100,24,5.5328,0.7051,0.563,0.19314097,0.197911575,0.207643016,0.401304439,Single,0.401304439,0.5,0.69,0.3,0.38,0.51,0.01,0.1,8,0,0,0,0,2,3,0,0,0,0,TRUE,NA
YKIC111111_3Loc_DoubleSound,500,-6,12.4745,0.5268,0.3711,0.216584897,0.381985483,0.000340917,0.401088703,Single,0.401088703,0.61,0.67,0.32,0.38,0.68,0,0,7,0,0,0,0,1,3,1,0,2,0,TRUE,NA
PSIC092810Loc_DoubleSound,500,6,11.6197,0.6784,0.1992,0.383257409,0.397743311,0.04746093,0.171538349,Average,0.397743311,0.51,0.53,0.3,0.32,0.53,0,0,10,0,0,0,0,3,2,1,0,0,0,TRUE,NA
PSIC111610Loc_DoubleSound,609,24,7.3454,0.1538,0.4342,0.298615232,0.397723045,0.063921508,0.239740214,Average,0.397723045,0.49,0.49,0.33,0.32,0.49,0.01,0,8,0,0,0,1,2,4,0,0,0,0,TRUE,NA
YKIC140501Loc_DoubleSound,1632,-6,8.7294,0.6151,0.6065,0.395169618,0.027257129,0.210590415,0.366982839,Mixture,0.395169618,0.42,0.14,0.43,0.24,0.38,0,0,10,0,0,4,6,1,4,2,0,0,0,TRUE,1
PSIC102010Loc_DoubleSound,1100,6,3.5399,0.5658,0.5837,0.213533763,0.393623537,0.077804165,0.315038534,Average,0.393623537,0.45,0.72,0.29,0.38,0.43,0.02,0.25,8,0,0,0,1,8,1,0,0,0,0,TRUE,NA
PSIC102010Loc_DoubleSound,1100,-24,12.7788,0.4467,0.4642,0.171861635,0.308706105,0.126164891,0.393267369,Single,0.393267369,0.53,0.73,0.32,0.4,0.54,0,0,11,0,0,0,0,2,3,2,0,0,0,TRUE,NA
PSIC100610Loc_DoubleSound,609,6,14.0551,0.576,0.5698,0.169474971,0.286204116,0.152186273,0.39213464,Single,0.39213464,0.52,0.28,0.37,0.29,0.54,0,0,8,0,0,0,0,1,4,1,0,0,0,TRUE,NA
PSIC091510Loc_DoubleSound,609,6,13.3043,0.556,0.793,0.254564602,0.390471368,0.058076125,0.296887905,Average,0.390471368,0.51,0.37,0.37,0.35,0.52,0,0,18,0,0,0,0,3,10,0,0,0,0,TRUE,NA
PSIC092010Loc_DoubleSound,500,6,13.6564,0.5157,0.7589,0.259513651,0.220061996,0.130009732,0.390414621,Single,0.390414621,0.44,0.38,0.33,0.26,0.41,0,0.01,13,0,0,0,2,3,0,0,0,0,0,TRUE,NA
YKIC110111_1Loc_DoubleSound,1100,-6,94.6393,0.5616,0.6386,0.176128813,0.145534856,0.287958283,0.390378047,Single,0.390378047,0.36,0.83,0.18,0.38,0.27,0,0,8,0,0,5,0,0,0,1,0,0,0,TRUE,NA
PSIC102610Loc_DoubleSound,500,6,5.4313,0.6393,0.5059,0.318759771,0.288079865,0.004254332,0.388906032,Single,0.388906032,0.42,0.63,0.3,0.33,0.35,0,0,7,0,0,0,3,5,0,0,0,0,0,TRUE,NA
PSIC092910Loc_DoubleSound,609,6,5.9709,0.7569,0.3676,0.386784849,0.372996334,0.041106596,0.199112221,Mixture,0.386784849,0.53,0.58,0.32,0.37,0.54,0,0.02,17,0,0,0,0,1,6,0,0,0,0,TRUE,NA
PSIC100510Loc_DoubleSound,1100,24,9.6024,0.2457,0.5644,0.230843906,0.385615882,0.081535764,0.302004449,Average,0.385615882,0.62,0.6,0.35,0.34,0.67,0,0,12,0,0,0,0,0,1,5,1,0,0,TRUE,NA
PSIC100810Loc_DoubleSound,609,6,12.1909,0.7512,0.1028,0.191118105,0.311186243,0.112831052,0.3848646,Single,0.3848646,0.58,0.44,0.33,0.31,0.63,0,0.01,14,0,0,0,0,0,3,5,0,0,0,TRUE,NA
YKIC090811Loc_DoubleSound,903,-24,25.9314,0.695,0.1726,0.351057539,0.269171881,0.000386103,0.379384476,Single,0.379384476,0.48,0.87,0.27,0.41,0.46,0,0,5,0,0,3,1,5,1,2,2,0,0,TRUE,NA
PSIC093010Loc_DoubleSound,903,-6,8.7434,0.4285,0.8665,0.223982787,0.376481611,0.110263086,0.289272516,Average,0.376481611,0.5,0.48,0.38,0.36,0.5,0,0.01,5,0,0,0,0,2,3,0,0,0,0,TRUE,NA
YKIC100111Loc_DoubleSound,1100,24,12.0285,0.488,0.1225,0.271471148,0.239141605,0.113324554,0.376062693,Single,0.376062693,0.47,0.82,0.23,0.37,0.44,0,0,7,0,0,0,2,4,1,1,0,0,0,TRUE,NA
PSIC102210Loc_DoubleSound,1100,-6,5.8155,0.4319,0.1949,0.227257593,0.245570517,0.160530531,0.366641359,Single,0.366641359,0.53,0.67,0.31,0.34,0.55,0,0.03,5,0,0,0,1,0,3,1,0,0,0,TRUE,NA
PSIC092110Loc_DoubleSound,1100,24,6.9455,0.7869,0.102,0.359233171,0.275027661,0.001113348,0.36462582,Single,0.36462582,0.44,0.37,0.36,0.32,0.42,0.01,0.22,14,0,0,0,1,10,0,0,0,0,0,TRUE,NA
YKIC120211Loc_DoubleSound,609,6,3.6319,0.2218,0.1528,0.354861957,0.363808948,0.029908085,0.251421009,Average,0.363808948,0.53,0.53,0.33,0.35,0.56,0.02,0.18,6,0,0,0,0,2,5,0,0,0,0,TRUE,NA
PSIC092010Loc_DoubleSound,903,-6,3.632,0.825,0.6714,0.358433418,0.287477017,0.077691272,0.276398293,Mixture,0.358433418,0.52,0.45,0.32,0.34,0.52,0.01,0.13,9,0,0,0,0,0,6,0,0,0,0,TRUE,NA
PSIC101410Loc_DoubleSound,1100,24,6.8759,0.2463,0.787,0.288119693,0.35665752,0.024402266,0.330820521,Average,0.35665752,0.48,0.37,0.36,0.3,0.49,0.02,0.26,19,0,0,0,1,5,0,0,0,0,0,TRUE,NA
YKIC140603Loc_DoubleSound,500,6,15.1227,0.2013,0.2183,0.336900548,0.355628902,0.064269667,0.243200882,Average,0.355628902,0.56,0.29,0.46,0.34,0.59,0,0,6,0,0,0,0,1,2,4,0,0,0,TRUE,1
YKIC140121Loc_DoubleSound,1988,6,14.3599,0.3348,0.1947,0.353884315,0.266046223,0.059220636,0.320848826,Mixture,0.353884315,0.48,0.33,0.38,0.32,0.46,0,0,9,0,0,1,1,3,4,1,0,0,0,TRUE,1
PSIC102110Loc_DoubleSound,1100,24,6.1424,0.3225,0.1731,0.200731164,0.34556008,0.112884652,0.340824104,Average,0.34556008,0.53,0.63,0.34,0.37,0.54,0.01,0.09,5,0,0,0,0,0,5,0,0,0,0,TRUE,NA
PSIC092010Loc_DoubleSound,1100,24,8.8373,0.7561,0.338,0.333855759,0.305060171,0.076249361,0.284834708,Mixture,0.333855759,0.38,0.68,0.28,0.37,0.31,0,0,8,0,0,2,3,2,0,0,0,0,0,TRUE,NA
